mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,bbbp
gdb_25247,N=C1OCC2=C1OC=C2,3.36141,1.68959,1.13243,3.9909,72.24,-0.2329,-0.0295,0.2034,990.8941,0.103988,-436.717664,-436.711221,-436.710277,-436.748567,25.085,-1520.2334238321,-1528.6338868151,-1536.337814808,-1423.233710121,0.059760995
gdb_19513,O=CN1C2CCCC12,3.36531,1.93386,1.78868,3.6536,68.3,-0.2469,0.0094,0.2563,822.7977,0.144222,-363.875812,-363.868881,-363.867937,-363.906966,26.278,-1659.311381047,-1670.07127787,-1679.554821387,-1545.110390628,0.66437453
gdb_22893,CC1CCC(=O)C1=NO,2.12909,1.66081,0.97174,2.6832,77.21,-0.2306,-0.0649,0.1656,1197.6371,0.146854,-439.076391,-439.067615,-439.066671,-439.109965,32.875,-1744.6526050471,-1755.143300509,-1765.219212522,-1622.587044331,0.096223734
gdb_6947,CC1(O)C=CCC1=O,2.69544,2.2954,1.66031,3.3635,66.02,-0.2397,-0.0246,0.2151,837.0201,0.128528,-383.765552,-383.75741,-383.756465,-383.798309,29.849,-1602.3931772021,-1611.504607882,-1620.394527885,-1495.935647843,0.8161403
gdb_19791,CC1C2OC2C2CN12,3.0859,2.63769,1.86968,1.0269,66.41,-0.224,0.0704,0.2944,765.591,0.143543,-363.82008,-363.813521,-363.812576,-363.850425,26.28,-1624.3390494591,-1635.33237963,-1644.815295638,-1509.630404259,0.18291973
gdb_23769,FC1=CN=COC1=N,3.37131,2.40377,1.40324,2.1669,57.44,-0.243,-0.0613,0.1816,773.7829,0.072942,-438.704439,-438.698412,-438.697468,-438.734773,22.357,-1170.618667009,-1176.6132604861,-1182.538827973,-1095.539097686,0.9148968
gdb_28193,c1c2c([nH]cn2)[nH]c1O,5.30023,1.28158,1.03314,3.827,69.72,-0.1726,0.0415,0.2142,1058.1073,0.103773,-432.899583,-432.892302,-432.891358,-432.930976,28.072,-1473.5141237641,-1481.388106696,-1489.092034689,-1376.4616992971,0.07442671
gdb_19084,C1C2CC3CC3OC12,4.14613,2.05827,1.62401,1.4198,70.27,-0.2463,0.0862,0.3325,828.4573,0.156127,-347.773624,-347.767265,-347.766321,-347.803782,26.435,-1743.791662699,-1755.7996749231,-1765.876214445,-1622.5882993491,0.98023283
gdb_6165,CC(=O)N1CC1(C)C,3.47753,1.51169,1.32899,3.1744,73.32,-0.2395,0.0152,0.2547,1029.6492,0.162607,-365.080876,-365.07149,-365.070546,-365.114835,33.644,-1787.648266709,-1798.644734425,-1809.314269952,-1661.8364772631,0.8895239
gdb_6340,CCC(=O)CC(=O)C,2.87021,1.52929,1.1652,1.7155,69.43,-0.2474,-0.0379,0.2095,1082.1617,0.150657,-384.987045,-384.977594,-384.97665,-385.022005,32.775,-1741.0394082251,-1751.106535112,-1761.183074634,-1622.593319421,0.76123905
gdb_4499,Cc1c(oc(n1)C)C,3.42617,1.79983,1.20649,1.4563,72.5,-0.2156,0.0177,0.2333,1016.8696,0.141139,-363.925802,-363.917209,-363.916264,-363.958937,30.221,-1690.680555957,-1700.3975328221,-1709.88044883,-1577.722660867,0.99358624
gdb_4667,c1c(nc(o1)N)C=O,7.30753,1.31151,1.11298,4.5524,59.36,-0.2279,-0.052,0.176,970.8693,0.084738,-414.704009,-414.697162,-414.696217,-414.735084,24.776,-1266.908668041,-1273.277256882,-1279.795192865,-1185.52137825,0.59130937
gdb_23743,c1ccc(c(c1)N)F,3.32871,2.21896,1.33312,1.5553,68.05,-0.204,0.0048,0.2088,850.8177,0.10894,-386.755728,-386.749183,-386.748238,-386.786086,26.018,-1487.740380303,-1496.0768373681,-1503.780765361,-1393.1835591291,0.08152906
gdb_4133,CC1OC1C(C)=NO,4.1155,1.21189,1.14795,1.485,69.05,-0.2402,-0.0019,0.2383,1097.6393,0.139498,-400.943181,-400.934351,-400.933407,-400.976632,31.904,-1564.9101821051,-1574.477811828,-1583.961355345,-1451.894556187,0.27953446
gdb_7396,COCC(C)C(C)C,3.56615,1.04641,0.85582,1.003,82.78,-0.25,0.0841,0.334,1442.1147,0.221019,-351.405563,-351.394802,-351.393858,-351.441485,38.52,-2139.311212908,-2153.888246978,-2167.52276253,-1981.611926118,0.51118606
gdb_16775,OCC1CC2NC2C1,3.85833,1.50712,1.40586,2.9178,70.17,-0.2389,0.073,0.3119,963.3227,0.167633,-365.044548,-365.03691,-365.035966,-365.076493,29.381,-1764.8521197571,-1776.945473205,-1787.615008732,-1637.7765271851,0.49396002
gdb_6087,CC(C)CCC(=O)C,4.36088,0.87271,0.76693,2.5631,79.26,-0.2414,-0.0069,0.2346,1551.9028,0.196729,-350.242898,-350.232322,-350.231378,-350.279945,36.926,-2037.5800813371,-2050.4960990841,-2062.944622626,-1893.9577039441,0.33466443
gdb_14569,C#CCCC#CC#C,20.00491,0.61259,0.59876,0.4545,86.94,-0.2463,-0.0168,0.2295,1736.0175,0.104008,-308.183094,-308.174273,-308.173329,-308.216781,31.223,-1510.58986552,-1517.4993671191,-1525.203922621,-1418.5989286471,0.48727405
gdb_8025,CC12COC1C(=O)O2,3.42365,2.14975,1.60115,4.4305,57.36,-0.2603,-0.0138,0.2466,800.1754,0.106631,-419.674161,-419.667347,-419.666403,-419.705106,25.321,-1408.7112693341,-1416.878298969,-1424.582854471,-1314.231631767,0.8591866
gdb_19934,C1C2OC3CCC3C12,3.63845,2.28111,1.87792,1.3869,69.42,-0.2278,0.0754,0.3032,779.0647,0.156286,-347.7786,-347.772348,-347.771404,-347.80877,25.811,-1746.914147483,-1758.98930317,-1769.065842692,-1625.718314241,0.9543876
gdb_16455,CC12C=CC3C1CN23,3.28373,2.93264,1.9069,1.6045,71.91,-0.212,-0.0045,0.2075,742.4288,0.14349,-326.645912,-326.639657,-326.638713,-326.67572,26.102,-1651.7229147101,-1662.9076351261,-1672.391178643,-1536.9333208491,0.8777629
gdb_23077,ON=C1CC2CCC2=C1,4.5293,1.05795,0.89811,1.8978,86.51,-0.2111,-0.0217,0.1894,1281.1376,0.148578,-401.898817,-401.891004,-401.89006,-401.931169,30.639,-1769.899174644,-1780.9947887821,-1791.070700795,-1647.322821602,0.033005595
gdb_20913,CCn1c(ncn1)O,3.3757,1.96584,1.35135,2.3155,62.26,-0.2373,0.0279,0.2652,899.4118,0.120823,-396.015805,-396.008369,-396.007424,-396.048213,26.686,-1449.949905796,-1458.614550068,-1466.911474066,-1349.290559597,0.84467655
gdb_14604,N=COCC#CC=O,6.12521,0.74493,0.68136,2.2065,67.73,-0.2788,-0.0752,0.2035,1527.5019,0.092925,-398.559596,-398.550873,-398.549929,-398.595031,27.811,-1324.892382168,-1330.972944378,-1338.084503875,-1239.86365765,0.56929404
gdb_6026,CC(C)(C#N)N(C)C,2.62819,1.7629,1.44076,4.0795,75.29,-0.225,0.0372,0.2622,997.0512,0.174826,-345.185472,-345.175754,-345.17481,-345.219052,35.81,-1841.012259578,-1852.68894705,-1863.951478582,-1708.225080088,0.8393878
gdb_21763,c12c(nno1)onn2,5.70687,2.37361,1.67637,0.0001,48.18,-0.298,-0.1206,0.1774,638.9117,0.036644,-445.469261,-445.464068,-445.463124,-445.498474,18.898,-822.736462535,-826.587485268,-830.73406474,-766.306460692,0.45414123
gdb_27792,Cc1cc(nc(=O)[nH]1)N,2.04287,1.80753,0.96506,6.4926,76.88,-0.2216,-0.0247,0.197,1169.9256,0.126043,-434.161377,-434.153066,-434.152121,-434.194164,31.388,-1637.449594996,-1646.4543491461,-1655.3436416401,-1527.9009563031,0.51565784
gdb_21315,COCc1cc[nH]n1,7.02743,1.11906,0.99868,1.4335,67.62,-0.241,0.0246,0.2656,1155.546,0.131858,-379.927819,-379.920071,-379.919127,-379.960953,27.284,-1543.342070266,-1552.7001119831,-1561.590659495,-1436.7609216341,0.82355374
gdb_27236,NC1=C2CCN2C(=N)O1,2.2149,1.97808,1.07788,3.1574,74.7,-0.1866,0.0278,0.2144,1076.5544,0.126054,-434.046983,-434.039172,-434.038228,-434.079304,29.673,-1565.66633045,-1574.9848391,-1583.874759103,-1455.825272563,0.85186535
gdb_7695,CC1(C)CC2CC1O2,3.32364,2.04623,1.81927,1.6265,73.42,-0.2411,0.0865,0.3276,851.2086,0.177955,-348.992032,-348.984661,-348.983717,-349.022887,30.091,-1880.502028457,-1893.6521070611,-1904.914638593,-1746.3650771081,0.4341918
gdb_16588,CN1C2C(O)C2C1=O,2.85951,2.18548,1.81959,3.1045,61.82,-0.2356,0.0112,0.2467,796.0467,0.118404,-399.781694,-399.774145,-399.773201,-399.813396,27.626,-1463.918256136,-1472.5126194,-1480.810170907,-1363.176078749,0.67052484
gdb_16274,O=CC12CN1CC2=O,3.13766,2.15534,1.45442,4.2454,60.82,-0.2559,-0.0459,0.21,824.9705,0.094142,-398.57133,-398.56438,-398.563436,-398.602816,25.034,-1332.255572774,-1339.448708441,-1346.560267938,-1244.748815215,0.88425565
gdb_8701,CCC(C)(CO)C=O,2.66433,1.57482,1.29477,2.9036,70.97,-0.2411,-0.0175,0.2236,1056.6117,0.173517,-386.150573,-386.140386,-386.139442,-386.185558,35.95,-1843.3120800631,-1854.694465814,-1865.956997346,-1711.5107172121,0.071725264
gdb_20638,Cc1cc(no1)C#C,7.45485,1.2817,1.10116,3.2044,69.94,-0.2547,-0.0325,0.2223,1021.7467,0.094477,-361.433783,-361.426471,-361.425527,-361.46548,26.439,-1382.619445114,-1389.586050032,-1396.697609529,-1295.5011156261,0.041198496
gdb_18302,OC1C2NCCOC12,3.09222,2.18544,1.87754,3.4002,63.34,-0.2107,0.0603,0.2711,790.2275,0.144739,-400.956014,-400.949245,-400.948301,-400.986738,26.923,-1572.963005102,-1583.823930874,-1593.307474391,-1458.236162141,0.93323606
gdb_593,COCC1CN1,11.96296,1.78051,1.69355,2.561,54.33,-0.2447,0.0781,0.3228,746.2516,0.1312,-287.645651,-287.638806,-287.637862,-287.676543,23.382,-1322.579383994,-1331.614886085,-1339.91369261,-1226.468223027,0.9860692
gdb_26570,c1nc(=O)c(c(o1)O)N,2.46411,1.90717,1.07665,5.5125,65.31,-0.2071,-0.0392,0.1679,1006.1896,0.089867,-489.929221,-489.921456,-489.920512,-489.961373,28.874,-1367.707321238,-1374.388409561,-1381.499341549,-1277.612716563,0.74612784
gdb_964,Cc1c(cco1)N,3.59036,3.37098,1.76228,1.5904,60.29,-0.1862,0.0313,0.2175,694.6533,0.114142,-324.604397,-324.597486,-324.596542,-324.635134,25.193,-1393.186696674,-1401.292857936,-1408.998040947,-1301.222115179,0.98417836
gdb_1266,CC(C)C#CCO,6.34523,1.04933,0.94243,1.2842,70.02,-0.2409,0.0361,0.277,1243.8513,0.145957,-309.688611,-309.679458,-309.678514,-309.724025,31.032,-1594.29329103,-1603.6588628551,-1613.143033881,-1485.515233389,0.22043945
gdb_11678,OCC12CC(C1)C2O,3.35314,1.64903,1.38806,1.8663,67.78,-0.2477,0.0649,0.3125,945.6611,0.153752,-384.879218,-384.871329,-384.870385,-384.911403,30.104,-1673.376995282,-1684.4242912271,-1694.500830749,-1553.189569003,0.06890151
gdb_4821,Cc1ccc([nH]1)CO,4.35549,1.3967,1.09311,2.0304,73.57,-0.1877,0.0397,0.2274,1083.5379,0.142838,-363.901108,-363.892858,-363.891913,-363.93405,30.042,-1675.1848487111,-1685.1170611631,-1694.599977171,-1562.1058443841,0.3981336
gdb_12689,CC1CCC(C)C1=O,2.79254,1.93304,1.35234,2.5936,74.26,-0.2327,-0.0137,0.2189,992.9871,0.177136,-349.052967,-349.044502,-349.043558,-349.085875,31.738,-1918.7392893721,-1931.2028731301,-1942.465404662,-1785.890614,0.5557135
gdb_17268,CC1CC1CC1CC1,4.60477,1.02568,0.96053,0.1969,82.23,-0.2585,0.0911,0.3496,1323.3598,0.200085,-313.047025,-313.038071,-313.037127,-313.081261,33.463,-2051.343863743,-2065.2783285971,-2077.726852139,-1906.213582223,0.7521824
gdb_28024,C#CCc1cc([nH]c1)N,3.84856,0.9359,0.80433,2.0646,81.42,-0.1859,0.0494,0.2352,1408.4475,0.136127,-380.867092,-380.858008,-380.857064,-380.901641,33.753,-1738.063133038,-1747.472630493,-1756.955546501,-1623.498814908,0.9499592
gdb_14348,CC1CC2CCC2O1,3.18068,1.92893,1.82599,1.3872,73.3,-0.2367,0.0762,0.3129,870.6075,0.178869,-349.007226,-348.999859,-348.998915,-349.03877,29.027,-1890.0364002031,-1903.1889888431,-1914.451520375,-1756.3318025551,0.994764
gdb_3582,OC1C2C3NC3C12,4.78673,3.0539,2.53804,3.5373,55.88,-0.2162,0.063,0.2792,575.8008,0.114735,-324.477059,-324.471696,-324.470752,-324.5058,22.169,-1313.280955632,-1322.358500826,-1330.063683837,-1220.063866173,0.122096814
gdb_7006,CC1CC(C)C1(C)C,2.47218,1.77121,1.42831,0.0667,84.93,-0.2734,0.0773,0.3506,1071.1175,0.221765,-314.279853,-314.270115,-314.269171,-314.313148,37.573,-2197.102909281,-2212.322512567,-2225.957028119,-2038.0111800201,0.958381
gdb_26017,c1cocc1NC(=O)N,5.10489,0.98169,0.82409,4.3481,69.0,-0.2037,0.02,0.2237,1304.5759,0.114176,-454.007059,-453.999041,-453.998096,-454.040082,30.06,-1552.884599629,-1561.184661172,-1569.480957661,-1450.221617193,0.06486681
gdb_27261,c1c2c(c(o1)N)CCO2,3.34884,1.51199,1.05958,2.8834,72.3,-0.1782,0.0426,0.2208,1078.2116,0.12664,-437.899783,-437.892214,-437.891269,-437.93183,28.951,-1634.1721154891,-1643.6431088261,-1652.53240132,-1524.519310302,0.92461497
gdb_3220,OC1C2CC2C1O,3.6725,3.11095,2.26834,2.2301,55.6,-0.2554,0.0656,0.321,631.0059,0.125628,-345.616998,-345.610505,-345.609561,-345.647062,25.03,-1413.0222561641,-1422.279268932,-1430.577447948,-1314.0019634731,0.9500386
gdb_21922,c1c(c([nH]n1)O)CO,3.77556,1.86484,1.29166,1.8665,59.04,-0.2131,0.0364,0.2495,881.6558,0.109654,-415.872085,-415.865092,-415.864148,-415.903301,26.262,-1372.0352508111,-1380.089328826,-1387.793884328,-1277.365478017,0.84553057
gdb_9720,CC1(CCCC1)C#C,2.65584,1.90137,1.58798,0.5855,79.44,-0.2555,0.0579,0.3134,948.4715,0.177072,-311.8587,-311.850176,-311.849231,-311.891492,32.592,-1933.510851232,-1945.938039468,-1957.199943491,-1800.8454084881,0.99758613
gdb_14360,C1C2OC11CC=CC21,4.31364,2.24308,1.9532,2.0412,69.2,-0.2315,0.0041,0.2356,729.6934,0.131966,-346.507534,-346.501817,-346.500873,-346.536887,24.281,-1577.1604128031,-1587.794180317,-1596.684727829,-1468.82286648,0.012165831
gdb_532,C#CCCCO,16.26187,1.32932,1.25757,1.8394,55.5,-0.2594,0.0564,0.3158,894.418,0.117709,-270.393902,-270.386433,-270.385489,-270.425267,25.617,-1313.551412011,-1321.307423251,-1329.013233771,-1224.730650606,0.7169601
gdb_17928,OC12C3CC1CC2C3,2.775,2.34423,2.34374,1.211,70.39,-0.2302,0.0747,0.3049,762.0581,0.155449,-347.762379,-347.755828,-347.754884,-347.792482,27.171,-1736.735323994,-1748.6228544901,-1758.699394012,-1615.497447649,0.69693893
gdb_3867,c1c(c(n[nH]1)N)N,3.89602,3.32561,1.80609,1.8961,56.0,-0.183,0.0418,0.2248,658.9095,0.104619,-336.825944,-336.81908,-336.818135,-336.856445,25.129,-1222.730151914,-1229.975998337,-1237.087557834,-1136.634662096,0.9886568
gdb_11041,CC1COC2(C)CC12,3.9733,1.68745,1.42435,1.3172,74.35,-0.2238,0.0876,0.3114,965.6374,0.177219,-349.005611,-348.997637,-348.996693,-349.03733,31.174,-1889.022973168,-1901.794663845,-1913.057195377,-1755.428189595,0.10219813
gdb_25335,c1c(ocnc1=O)C=O,4.14995,1.18301,0.92058,2.0962,65.93,-0.2693,-0.1083,0.161,1136.2177,0.077731,-472.670311,-472.663182,-472.662238,-472.702569,25.33,-1354.1857573061,-1360.378016118,-1366.895952101,-1271.15125639,0.21296886
gdb_23048,C1CC2(C1=NO)COC2,2.88263,1.20654,0.98242,1.9387,75.96,-0.2471,-0.007,0.2401,1224.8625,0.146546,-439.005189,-438.996469,-438.995525,-439.040047,31.665,-1699.972709229,-1710.4985451951,-1720.574457208,-1578.712870069,0.060202863
gdb_12740,CN1CC2OCC12C,3.1461,2.08293,1.60765,2.2882,71.57,-0.2065,0.0688,0.2753,882.3717,0.164703,-365.011711,-365.003762,-365.002818,-365.043542,30.213,-1744.246606724,-1756.144804873,-1766.8143404,-1617.099478126,0.39491546
gdb_17785,CCOC1C2CC1C2,5.81114,1.14628,1.12091,0.9515,76.49,-0.2472,0.0969,0.344,1164.5817,0.177515,-348.94928,-348.941452,-348.940508,-348.981986,29.608,-1853.674763689,-1866.53807068,-1877.800602212,-1720.699331499,0.97200376
gdb_8744,NC(C#N)C(N)C#N,3.86292,1.36921,1.18949,0.9869,62.01,-0.2711,-0.0055,0.2656,986.0863,0.107621,-374.90461,-374.896047,-374.895102,-374.937708,30.214,-1368.24572396,-1375.314612845,-1383.018540838,-1274.65275661,0.017872369
gdb_26444,OC(C=O)C1=NC=CO1,3.90027,1.06756,1.06529,2.0034,64.6,-0.2513,-0.0527,0.1985,1146.1267,0.100607,-473.852113,-473.844306,-473.843362,-473.885756,27.664,-1467.92552861,-1475.469441808,-1483.173369801,-1372.389165887,0.6962892
gdb_10021,C(=O)C(C=O)N=CN,3.54062,1.28847,0.98103,3.5342,63.76,-0.2376,-0.0419,0.1956,1119.0381,0.104035,-415.870611,-415.861924,-415.86098,-415.904353,29.638,-1371.110302545,-1378.101380314,-1385.805935816,-1278.025617485,0.68233263
gdb_6051,CCC(C)(C)C(C)C,2.76644,1.39086,1.20943,0.0842,87.88,-0.2931,0.074,0.367,1213.1848,0.244209,-315.486417,-315.475511,-315.474567,-315.521486,41.328,-2326.381058443,-2342.644836705,-2357.465344267,-2155.031568376,0.8941228
gdb_19159,C1CC1C2(CC2)CO,3.27802,1.53012,1.26128,1.4159,75.11,-0.2404,0.0735,0.3139,1044.5309,0.17668,-348.967213,-348.958556,-348.957612,-349.001292,32.497,-1864.9278825861,-1877.2709846161,-1888.533516148,-1732.814020253,0.52923834
gdb_11937,OC12CC1(OC2)C#C,3.3475,1.85838,1.524,2.6465,66.23,-0.2241,0.0151,0.2392,852.0319,0.104586,-382.450458,-382.442873,-382.441929,-382.482062,28.585,-1405.0114762701,-1412.6953239751,-1420.399879477,-1311.201390806,0.62222743
gdb_28010,Cc1ccn(c1)C2CC2,5.20249,0.93677,0.85226,1.8261,88.19,-0.196,0.0471,0.2431,1419.8167,0.171663,-366.033518,-366.02478,-366.023836,-366.06814,32.983,-1990.758497302,-2003.0513986121,-2014.313302635,-1856.4916515901,0.17774653
gdb_6565,CC12CC(O)(C1)C2O,3.08967,1.98908,1.52458,1.3698,68.21,-0.2568,0.0739,0.3307,890.4348,0.15256,-384.896263,-384.88814,-384.887196,-384.927979,31.575,-1684.072886187,-1694.9733450261,-1705.049884548,-1563.591158187,0.794057
gdb_7776,CC1CC(C)=CCO1,3.36944,1.66173,1.17199,1.2436,77.97,-0.2324,0.0297,0.262,1071.4471,0.177027,-349.026684,-349.018391,-349.017447,-349.058979,31.588,-1902.246470325,-1914.8179856311,-1926.080517163,-1769.0131319361,0.124028176
gdb_28493,Cc1c(cc(cn1)N)N,3.09403,1.34623,0.94528,3.5712,86.33,-0.19,0.0019,0.1919,1225.2682,0.149523,-398.196699,-398.188084,-398.18714,-398.229211,33.88,-1795.947700743,-1806.539425154,-1816.615337167,-1673.111558975,0.8500178
gdb_10412,CNC1(COC1)C#N,2.65437,1.94632,1.39879,3.3517,64.87,-0.251,0.016,0.267,924.4096,0.130265,-379.89125,-379.883029,-379.882085,-379.924311,28.989,-1520.394693645,-1529.455923605,-1538.346471117,-1413.767736856,0.27090776
gdb_21726,[NH3+]CC1=N[N-]C(O)=N1,5.05119,1.41704,1.14275,3.9703,59.45,-0.2262,0.0286,0.2548,991.7151,0.109773,-412.054483,-412.047208,-412.046264,-412.086193,26.789,-1325.616527554,-1333.4930205221,-1341.1975760241,-1230.8965540401,0.70689815
gdb_16461,CC12CCC3C1OC23,3.17062,2.68272,1.77445,2.0098,70.66,-0.2274,0.08,0.3074,788.4781,0.155087,-347.755727,-347.749216,-347.748272,-347.785873,26.792,-1732.561134126,-1744.4737649821,-1754.550304504,-1611.350240668,0.99246264
gdb_18642,CC1C2OCC(O)C12,2.71743,2.32347,1.77238,1.8676,67.13,-0.2337,0.0656,0.2993,831.562,0.1542,-384.918346,-384.910621,-384.909677,-384.950273,29.227,-1697.930167434,-1709.080374855,-1719.156914377,-1577.580843833,0.92859566
gdb_21531,c1(c(onc1O)N)N,3.39242,2.07923,1.2994,2.4039,57.1,-0.2087,0.0277,0.2364,862.8741,0.096757,-431.90748,-431.900059,-431.899115,-431.938728,27.876,-1245.641760522,-1252.538084432,-1259.649643929,-1157.369441983,0.9957365
gdb_4834,CCc1cnc(o1)N,4.73063,1.40483,1.15552,1.97,68.28,-0.1993,0.0314,0.2307,1042.3758,0.131796,-379.967938,-379.960138,-379.959194,-380.000257,28.646,-1568.517103837,-1577.842515086,-1586.733062598,-1461.42453537,0.7034828
gdb_22438,C[NH+]=C(N)C(C=O)=N[O-],2.98855,1.08402,0.80069,9.7874,79.34,-0.1752,-0.0471,0.1281,1364.5868,0.121103,-471.16096,-471.150899,-471.149955,-471.196308,34.732,-1500.51207098,-1508.418056871,-1517.307976874,-1392.314459164,0.5897009
gdb_10162,CCCN(C=O)C=O,3.77881,1.1168,0.92558,5.9101,67.4,-0.2513,-0.0358,0.2155,1255.4629,0.140096,-401.042931,-401.033769,-401.032825,-401.077786,30.907,-1627.504204855,-1636.86350159,-1646.347045107,-1515.369601573,0.38201278
gdb_24522,c1c2c(ncn1)ocn2,4.19997,1.78003,1.25018,1.5374,66.57,-0.2673,-0.0609,0.2065,882.0292,0.082525,-431.742231,-431.736775,-431.735831,-431.772094,21.319,-1375.11694751,-1382.3590288791,-1388.876964862,-1290.475396045,0.684926
gdb_25436,N=C1N=CNC=C1C=O,2.76686,1.56304,0.9988,6.0867,74.55,-0.228,-0.0698,0.1582,1088.91,0.103477,-432.915085,-432.907678,-432.906733,-432.947398,27.297,-1483.241768282,-1491.03668508,-1498.739985564,-1386.766652095,0.72972363
gdb_12305,C1CC(=O)C(=O)NC1,3.01112,2.2254,1.33962,6.0137,62.52,-0.2392,-0.0591,0.18,877.4563,0.120666,-399.854777,-399.847674,-399.84673,-399.886573,26.237,-1509.7784963831,-1518.652728661,-1526.950280168,-1409.0953048421,0.18567033
gdb_19464,O=CN1C2CC1C=C2,4.94308,1.67627,1.63233,4.0817,66.85,-0.235,-0.0113,0.2237,819.9304,0.120118,-362.628797,-362.622527,-362.621582,-362.659313,24.428,-1504.649865326,-1514.04744011,-1522.344364108,-1403.419485937,0.7056635
gdb_19207,C1CC2CCC1CO2,2.50868,2.46239,2.40727,1.5102,72.47,-0.2321,0.0703,0.3024,786.8025,0.18174,-349.028629,-349.02199,-349.021046,-349.059507,26.862,-1903.4669753301,-1917.0763905221,-1928.338922054,-1769.3444566881,0.59842515
gdb_16119,N#CC12CC1OCC2,4.45893,1.65637,1.45627,3.7852,65.49,-0.2551,0.0284,0.2834,864.0104,0.120769,-362.665786,-362.659123,-362.658179,-362.69655,25.473,-1527.8607957271,-1537.0117594741,-1545.309310981,-1426.78603857,0.9781487
gdb_12532,OC1CCC=CC=C1,3.31177,1.8455,1.25121,1.0471,76.43,-0.2161,-0.0237,0.1925,968.7029,0.155429,-347.813226,-347.805734,-347.80479,-347.845038,29.109,-1768.642274117,-1779.939318644,-1790.015858166,-1648.476810653,0.00727249
gdb_18397,C1C2CCCCCC12,2.99744,1.99527,1.35751,0.163,81.18,-0.2559,0.086,0.3419,986.1662,0.204053,-313.079656,-313.072346,-313.071402,-313.110685,30.19,-2071.820109922,-2086.786199572,-2099.234723114,-1924.677407039,0.51936764
gdb_14321,O=C1OC2CCC2=C1,5.55166,1.7355,1.43837,5.1423,65.02,-0.266,-0.0448,0.2212,833.7315,0.108878,-382.55754,-382.55152,-382.550576,-382.587642,23.484,-1472.2063950081,-1480.872294298,-1488.5768498,-1377.453791026,0.9851391
gdb_20301,C1CN1C1C2COC12,4.57413,1.71228,1.55634,1.2039,67.88,-0.2124,0.0717,0.284,864.5796,0.142736,-363.7679,-363.760935,-363.759991,-363.799961,26.453,-1591.595629839,-1602.3341913561,-1611.817734873,-1477.963790083,0.4520524
gdb_5738,c1nc(c2n1CC2)O,4.22812,2.05476,1.40749,3.0721,64.94,-0.1923,0.0381,0.2303,830.5322,0.109916,-378.720911,-378.714506,-378.713561,-378.751532,24.231,-1413.8480580081,-1422.271738824,-1429.975666817,-1319.0609410311,0.22634453
gdb_26307,CN(C)C1=CNC(=N)O1,3.56926,1.07312,0.99036,3.1637,77.33,-0.1886,0.0326,0.2212,1269.179,0.147048,-435.275941,-435.266563,-435.265619,-435.310678,33.743,-1708.996916158,-1719.1092236931,-1729.185135706,-1587.300958243,0.028206076
gdb_8661,COC(C)(C=O)C#N,2.56043,1.80675,1.40494,3.4694,62.26,-0.2802,-0.0593,0.2209,937.8406,0.114922,-399.8028,-399.793602,-399.792658,-399.836825,31.19,-1477.1624610901,-1484.722062013,-1493.01961352,-1377.87798711,0.93324375
gdb_10319,CCN(C=N)C(=O)N,2.5765,1.90032,1.18738,2.9219,67.99,-0.2424,0.0089,0.2513,1013.1208,0.142676,-397.229291,-397.220429,-397.219485,-397.262902,31.881,-1583.571672256,-1593.118594182,-1602.602137699,-1470.296257612,0.53544533
gdb_17686,OC1CC1(O)C1CO1,4.41451,1.40111,1.33622,2.3748,61.17,-0.2358,0.0655,0.3013,955.9064,0.128933,-420.825487,-420.817736,-420.816792,-420.85738,29.496,-1503.3270763541,-1512.6832355441,-1521.5737830561,-1396.071355547,0.76555985
gdb_23512,ON=C1CC2CN3C2C13,3.8937,1.32277,1.18447,1.907,75.76,-0.2255,0.0007,0.2263,1052.4391,0.137806,-417.927626,-417.920637,-417.919693,-417.958939,28.306,-1639.372910081,-1650.0964113821,-1659.57932739,-1522.521949155,0.14268887
